num_site = 100lan = False
Instance0,11479.710804,11981.603380,11362.412173,11589.186625,11789.712546,12006.584101,11557.984106,12116.708111,11927.472895,10919.514898,11829.864914,11878.960126,11900.957999,11933.819311,11606.011386,11836.780664,11437.705329,12051.545354,12159.480178,11839.441813,11846.766394,11623.916283,11982.507278,12213.845703,12067.307834,11456.027311,11840.238038,11786.169898,11590.888441,11769.000450,
Instance1,13215.040687,12961.613184,13533.322287,13595.105842,13347.166439,13022.939709,13562.237272,13212.631979,13570.100143,13605.584449,13582.976886,13096.590265,13600.241223,13524.660727,13607.393894,13462.981309,13368.236921,12648.780724,13113.500688,13105.688919,13303.407202,13340.982511,13285.181827,13179.213249,13630.072522,13186.364534,13414.909416,12551.651580,13308.215276,13080.820317,
