num_site = 50neighborhood_lan = False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVERAGE,STD,BEST,,,AVE GAP,BEST GAP
Instance0,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,7298.548365,240.96,6857.79762,7230.945365,6814.141677,0.93,0.64
Instance1,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7556.475094,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7844.357347,279.38,7556.475094,7830.141644,7560.28749,0.18,-0.05
Instance2,7154.579423,7073.700667,7073.700667,7073.700667,7073.700667,7098.768209,7073.700667,7154.579423,7093.572838,7093.572838,7073.700667,7073.700667,7073.700667,7073.700667,7154.579423,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7154.579423,7073.700667,7073.700667,7073.700667,7399.545082,169.24,7126.034959,7460.266622,7146.440097,-0.81,-0.29
Instance3,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7670.787477,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,8127.140944,179.49,7759.225374,8037.818015,7794.66342,1.11,-0.45
Instance4,8103.476157,8103.476157,8226.685193,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8160.579274,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8566.518126,279.54,8103.476157,8509.998608,8103.476157,0.66,0
Instance5,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,8054.053545,210.78,7687.732794,7988.161583,7687.732794,0.82,0
Instance6,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7851.130483,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7851.130483,7772.954129,7772.954129,8229.9534,198.53,7866.683301,8130.014091,7772.954129,1.23,1.21
Instance7,6884.774072,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6925.172695,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,7162.555705,197.19,6884.774072,7170.059963,6834.757638,-0.1,0.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,,,,
num_site = 50neighborhood_lan = False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0,,,,
Instance0,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,6814.141677,7230.945365,264.76,6814.141677,,,,
Instance1,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7558.628138,7512.874746,7512.874746,7512.874746,7512.874746,7512.874746,7597.731016,7512.874746,7512.874746,7639.995808,7512.874746,7556.475094,7512.874746,7512.874746,7512.874746,7556.475094,7512.874746,7830.141644,143.86,7560.28749,,,,
Instance2,7073.700667,7093.572838,7154.579423,7073.700667,7118.703719,7073.700667,7073.700667,7073.700667,7093.572838,7073.700667,7073.700667,7073.700667,7093.572838,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7154.579423,7073.700667,7093.572838,7073.700667,7073.700667,7073.700667,7073.700667,7073.700667,7093.572838,7460.266622,229.37,7146.440097,,,,
Instance3,7670.787477,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,7625.13169,8037.818015,137.05,7794.66342,,,,
Instance4,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8103.476157,8509.998608,200.7,8103.476157,,,,
Instance5,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7687.732794,7988.161583,204.25,7687.732794,,,,
Instance6,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7854.268495,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7772.954129,7851.130483,7772.954129,7854.268495,7772.954129,7772.954129,7772.954129,7772.954129,7851.130483,7772.954129,7772.954129,8130.014091,211.05,7772.954129,,,,
Instance7,6796.706267,6834.757638,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,6796.706267,7170.059963,175.94,6834.757638,,,,
