num_site = 50lan = False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVERAGE,STD,BEST
Instance0,22215.6508,21816.61408,16648.65756,21022.18357,18081.91302,19416.87407,17225.68732,20101.58558,16015.1618,21554.69595,19607.29359,21619.27827,20238.88269,19373.49961,21928.04015,17882.52416,17882.52416,16591.28778,22323.55401,15732.85533,15732.85533,20189.5547,20340.01497,19197.46106,20832.06425,20832.06425,21283.45437,22674.08377,22662.40863,19189.16976,19673.72982,2124.336784,15732.85533
Instance1,20027.07795,20394.70374,20394.70374,18178.17524,21325.11268,18656.84021,20578.8599,23965.81146,23965.81146,19131.9628,20923.70158,18111.30427,20751.47488,21205.82913,21205.82913,20387.99681,17642.16213,20098.95638,19910.81148,21280.93328,19525.1974,19525.1974,22230.24214,21501.47677,22056.74311,19570.24308,16586.81313,22022.06874,22022.06874,20763.69284,20464.72672,1643.396137,16586.81313
Instance2,22115.65108,22115.65108,21078.98398,19903.50904,22337.45566,20444.64883,18137.55396,18872.06811,18872.06811,18357.52094,20365.29066,20284.98415,21989.07118,17484.56874,20166.2635,21822.23413,21822.23413,22062.33173,17287.32078,19355.85821,20774.7923,20774.7923,18771.83168,19317.13694,21174.3005,20720.58973,18026.89118,18026.89118,18197.76315,22153.67385,20093.79769,1572.407943,17287.32078
Instance3,18587.6188,19641.88916,18926.23771,18926.23771,19562.56985,21148.36342,20551.86073,19504.23094,18041.60745,18041.60745,19368.26818,21551.47242,18980.78755,19711.07484,19711.07484,19381.72555,17923.34191,19607.43545,20774.75493,20774.75493,20713.08469,21064.68986,17715.49637,20876.74238,20876.74238,19526.18422,21838.39784,17941.38792,17685.48094,17685.48094,19554.68671,1227.824985,17685.48094
Instance4,23267.75358,23267.75358,20768.26583,22537.63946,23968.28177,19187.26147,19187.26147,20703.41589,24499.10209,19384.56647,22408.20699,22408.20699,21162.11437,23632.60185,23950.21239,23138.28739,23138.28739,22093.37383,18006.63756,22923.03893,22923.03893,23243.24853,21773.61345,22819.88042,21894.3344,22080.5853,20906.23553,21341.1121,21341.1121,19699.03447,21921.81548,1598.9831,18006.63756
Instance5,20458.48434,20109.58702,20764.5742,23246.17038,23246.17038,14313.52,22140.45168,16825.40696,20021.09524,20159.30414,21860.13656,22387.22424,22387.22424,20968.08126,19927.05423,21681.21563,20005.14353,20005.14353,19110.47105,19755.03341,17787.27023,22253.56247,22253.56247,18216.41158,19598.67263,18362.79279,19836.5531,19836.5531,21324.14112,21136.04046,20332.5684,1908.20038,14313.52
Instance6,18704.27743,17744.81911,18359.69621,18359.69621,18320.22893,16475.3903,18794.80913,19106.84578,17919.44003,17919.44003,19548.34734,15888.07594,20286.86251,19844.08685,17468.18098,17487.23914,17487.23914,19925.66979,16568.80787,19473.45962,18810.301,18810.301,18596.83465,17938.95486,18678.79659,19394.3243,16772.75892,16772.75892,17196.85151,16460.81015,18170.51014,1133.918794,15888.07594
Instance7,19128.76777,19723.5572,20264.97059,20264.97059,16432.33933,18739.39421,17735.85736,20421.01498,20421.01498,18610.11649,16535.77312,20280.41403,19295.61327,19295.61327,21662.95847,21246.99027,20653.14681,20879.13309,20879.13309,20487.88903,19682.71756,20705.51336,19095.57322,19095.57322,22803.75959,17519.63464,18443.70346,19860.19145,19860.19145,20975.1356,19700.02205,1405.567198,16432.33933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0
num_site = 50lan = True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0
Instance0,11002.75228,8605.237022,11266.57782,10571.57067,10098.01575,12429.91778,7704.960748,10285.84952,9946.513271,9747.169258,9747.169258,12141.4965,10182.32647,10226.91946,9423.808564,10063.85069,10439.56315,8805.359508,10416.324,9563.004733,9296.745497,9564.913276,9564.913276,10147.41243,11616.84075,11616.84075,9771.716082,9827.321621,9827.321621,10848.70646,10158.37061,991.1250764,7704.960748
Instance1,11509.68671,10818.06136,10818.06136,11777.18666,11331.54528,11331.54528,10018.46619,9971.913101,12138.31109,12138.31109,10132.27846,10204.47978,10204.47978,11044.76983,9835.780892,9835.780892,9361.498275,8734.930623,8734.930623,11835.52375,10028.61241,12306.50174,12306.50174,9838.130296,10227.94122,11648.90835,11648.90835,10365.53221,11475.39058,9841.843936,10715.52706,1013.654191,8734.930623
Instance2,9655.391657,8950.986174,9330.528617,10080.65735,10080.65735,10840.92133,10106.38464,10106.38464,10391.17483,11265.8743,11265.8743,9961.036224,10792.61558,9181.660469,9181.660469,10172.25713,9775.928073,9775.928073,10847.83595,12459.99353,12459.99353,10626.86714,11278.15569,11278.15569,9340.999956,9089.418459,11117.10722,11117.10722,11311.19038,10903.30891,10424.86849,917.0359222,8950.986174
Instance3,10445.69681,11682.46999,11682.46999,9902.045777,10762.18298,10705.31321,10705.31321,11863.49807,10146.21832,10923.97573,10923.97573,10750.77597,9234.956409,9234.956409,10826.51368,9093.487987,9093.487987,9027.602454,10687.75031,9695.013132,9695.013132,10715.46517,10137.14083,11076.07923,11076.07923,11861.56494,9752.745761,9752.745761,9575.098126,9677.340607,10356.89923,840.834709,9027.602454
Instance4,11232.20207,11043.13978,11043.13978,11127.90715,12492.47682,12492.47682,10617.84053,14036.97165,11138.86307,10377.78526,10377.78526,11737.28534,11550.6057,11550.6057,10882.5732,13500.55736,9653.770612,9653.770612,11588.41377,10484.66905,10725.45537,10725.45537,12459.73084,11380.42185,11165.00918,11165.00918,11771.75013,10551.16972,9758.29133,12738.32551,11300.78193,1024.240783,9653.770612
Instance5,11677.96518,11677.96518,10615.02591,12632.20425,10529.35989,10529.35989,11007.27488,9955.642642,10017.22187,10017.22187,10050.88315,13079.43382,10034.48977,10034.48977,10732.48912,10800.98986,10800.98986,10430.83651,11089.18908,9528.307301,13013.55711,13013.55711,10993.33146,12177.59408,10030.93333,10030.93333,10473.58209,11577.54362,11577.54362,9091.78406,10907.38999,1043.022076,9091.78406
Instance6,11688.20697,9417.160191,10725.83106,10747.45741,11080.90234,10952.74513,9536.531597,9114.029666,9763.256515,10446.9132,10119.16225,10119.16225,9800.623713,9771.774174,9771.774174,10505.31853,10906.43869,10906.43869,10097.00425,9949.636955,9949.636955,10474.06027,10129.39494,10129.39494,12392.48126,10404.38865,10404.38865,11002.46887,10274.03967,10274.03967,10361.82205,664.058537,9114.029666
Instance7,9256.218654,10169.18892,9044.303938,9044.303938,11383.09949,8510.211451,8510.211451,9478.786087,10502.26983,10502.26983,9501.557745,8682.334862,8682.334862,9262.754542,9112.534222,9112.534222,9226.516673,11887.57529,11887.57529,10241.49679,8931.751382,8931.751382,9568.045272,9568.045272,9522.439706,9619.470128,9619.470128,8772.35495,8960.106099,8960.106099,9548.387283,892.2479173,8510.211451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10158.37061,19673.72982,,15732.85533,7704.960748,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10715.52706,20464.72672,,16586.81313,8734.930623,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10424.86849,20093.79769,,17287.32078,8950.986174,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10356.89923,19554.68671,,17685.48094,9027.602454,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11300.78193,21921.81548,,18006.63756,9653.770612,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10907.38999,20332.5684,,14313.52,9091.78406,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10361.82205,18170.51014,,15888.07594,9114.029666,,,,,,,,,,,,,,,,,,,,
